[run number],1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,13,13,14,14,15,15,16,16,17,17,18,18,19,19,20,20,21,21,22,22,23,23,24,24,25,25,26,26,27,27,28,28,29,29,30,30,31,31,32,32,33,33,34,34,35,35,36,36,37,37,38,38,39,39,40,40,41,41,42,42,43,43,44,44,45,45,46,46,47,47,48,48,49,49,50,50,51,51,52,52,53,53,54,54,55,55,56,56,57,57,58,58,59,59,60,60,61,61,62,62,63,63,64,64,65,65,66,66,67,67,68,68,69,69,70,70,71,71,72,72,73,73,74,74,75,75,76,76,77,77,78,78,79,79,80,80,81,81,82,82,83,83,84,84,85,85,86,86,87,87,88,88,89,89,90,90,91,91,92,92,93,93,94,94,95,95,96,96,97,97,98,98,99,99,100,100
[reporter],[step],totalConsumption,[step],totalConsumption,[step],totalConsumption,[step],totalConsumption,[step],totalConsumption,[step],totalConsumption,[step],totalConsumption,[step],totalConsumption,[step],totalConsumption,[step],totalConsumption,[step],totalConsumption,[step],totalConsumption,[step],totalConsumption,[step],totalConsumption,[step],totalConsumption,[step],totalConsumption,[step],totalConsumption,[step],totalConsumption,[step],totalConsumption,[step],totalConsumption,[step],totalConsumption,[step],totalConsumption,[step],totalConsumption,[step],totalConsumption,[step],totalConsumption,[step],totalConsumption,[step],totalConsumption,[step],totalConsumption,[step],totalConsumption,[step],totalConsumption,[step],totalConsumption,[step],totalConsumption,[step],totalConsumption,[step],totalConsumption,[step],totalConsumption,[step],totalConsumption,[step],totalConsumption,[step],totalConsumption,[step],totalConsumption,[step],totalConsumption,[step],totalConsumption,[step],totalConsumption,[step],totalConsumption,[step],totalConsumption,[step],totalConsumption,[step],totalConsumption,[step],totalConsumption,[step],totalConsumption,[step],totalConsumption,[step],totalConsumption,[step],totalConsumption,[step],totalConsumption,[step],totalConsumption,[step],totalConsumption,[step],totalConsumption,[step],totalConsumption,[step],totalConsumption,[step],totalConsumption,[step],totalConsumption,[step],totalConsumption,[step],totalConsumption,[step],totalConsumption,[step],totalConsumption,[step],totalConsumption,[step],totalConsumption,[step],totalConsumption,[step],totalConsumption,[step],totalConsumption,[step],totalConsumption,[step],totalConsumption,[step],totalConsumption,[step],totalConsumption,[step],totalConsumption,[step],totalConsumption,[step],totalConsumption,[step],totalConsumption,[step],totalConsumption,[step],totalConsumption,[step],totalConsumption,[step],totalConsumption,[step],totalConsumption,[step],totalConsumption,[step],totalConsumption,[step],totalConsumption,[step],totalConsumption,[step],totalConsumption,[step],totalConsumption,[step],totalConsumption,[step],totalConsumption,[step],totalConsumption,[step],totalConsumption,[step],totalConsumption,[step],totalConsumption,[step],totalConsumption,[step],totalConsumption,[step],totalConsumption,[step],totalConsumption,[step],totalConsumption,[step],totalConsumption,[step],totalConsumption
,1,173.5916907,1,170.4667303,1,182.4773012,1,170.9879133,1,179.5660046,1,178.2678558,1,173.6970831,1,172.7438936,1,173.9542979,1,182.6922464,1,169.6442343,1,184.6060511,1,178.1870704,1,177.0166297,1,185.4283893,1,186.1951623,1,180.7714216,1,183.1161235,1,167.5408168,1,169.4854959,1,182.8579392,1,184.523056,1,172.3717931,1,179.8896,1,175.133397,1,168.4892352,1,182.4463941,1,185.5850481,1,181.3299798,1,173.3465183,1,186.8248691,1,171.9040751,1,176.6415346,1,177.0706131,1,177.5333045,1,172.0635255,1,178.1397864,1,174.1706162,1,169.169598,1,189.3591082,1,180.8226292,1,185.9779901,1,180.5426343,1,185.8396084,1,169.3254215,1,182.6032269,1,173.743873,1,170.1865237,1,168.0410062,1,168.1440778,1,171.9551143,1,184.5246171,1,175.3940146,1,180.505426,1,176.4668063,1,176.8060631,1,176.4355858,1,184.6067661,1,169.8016641,1,177.0572114,1,179.3618673,1,168.3684393,1,182.4753512,1,165.4673357,1,171.3937012,1,183.2474468,1,181.8133031,1,178.9652027,1,170.5194184,1,177.8049508,1,181.7967008,1,174.7368399,1,172.9368096,1,177.094966,1,167.8170643,1,177.9410313,1,177.5073703,1,168.983887,1,175.3900622,1,187.960139,1,177.7100234,1,177.7004267,1,184.8329109,1,177.7366361,1,176.2295811,1,174.9315263,1,189.2017208,1,172.148291,1,180.3034752,1,172.7912566,1,186.508395,1,171.6155291,1,181.9337714,1,177.1817113,1,186.7923563,1,182.0274049,1,172.4304155,1,174.9615285,1,178.6039155,1,174.9874738
,2,351.7150174,2,348.6300761,2,354.7417132,2,340.5824933,2,358.0787399,2,348.7689701,2,340.1315754,2,346.9741184,2,349.4383866,2,355.047971,2,337.7112132,2,351.8216779,2,346.7341983,2,351.6871224,2,358.2831689,2,371.6394647,2,365.0475542,2,366.5600485,2,339.1581684,2,345.5815678,2,361.4363219,2,371.0315898,2,353.3419329,2,358.5769645,2,361.6005727,2,335.7771694,2,355.0566806,2,369.1752265,2,355.1644939,2,348.1338346,2,361.0783611,2,345.6435144,2,352.1490972,2,347.4659125,2,363.0200419,2,343.2232105,2,350.723385,2,349.6527893,2,341.9402317,2,372.6047496,2,352.6634863,2,362.1988803,2,351.9870138,2,368.358893,2,347.6680455,2,372.2448686,2,340.0178302,2,350.5619355,2,351.327226,2,341.3676141,2,343.1200112,2,351.1116979,2,360.7035687,2,356.9796603,2,355.3590573,2,344.3767265,2,345.0934171,2,361.3157814,2,347.9427833,2,356.5931977,2,362.7564788,2,339.8378965,2,357.5294772,2,330.2342379,2,348.8262504,2,348.3058506,2,369.1187074,2,351.66661,2,345.3769157,2,369.4429909,2,358.158446,2,355.9526956,2,362.6659401,2,359.8136056,2,350.0430694,2,360.4922598,2,358.1284233,2,352.2563196,2,349.0006894,2,365.2352867,2,354.2331758,2,358.5127609,2,373.8752324,2,352.853068,2,349.7381702,2,343.3186427,2,379.4504756,2,353.1045442,2,355.41966,2,345.0385013,2,367.8711336,2,347.1619705,2,361.0904744,2,346.3649401,2,359.9902136,2,356.196142,2,350.7960439,2,345.017501,2,357.309922,2,347.9780898
,3,532.5186246,3,531.5733312,3,536.5208762,3,510.56146,3,534.2655388,3,521.7958807,3,517.4465011,3,529.5258341,3,531.968101,3,537.4350935,3,519.9660007,3,526.0020052,3,521.1334682,3,517.6212955,3,524.8814573,3,554.1695142,3,545.3805458,3,546.7978765,3,525.2038654,3,522.7688626,3,542.1629641,3,537.2949173,3,523.1848094,3,541.4928939,3,541.3565018,3,507.4147676,3,538.8904713,3,546.3464879,3,535.0065421,3,528.0964032,3,535.5198741,3,519.9455066,3,518.1614567,3,522.6044422,3,532.5922484,3,526.2519735,3,519.4374061,3,527.1637618,3,514.1910295,3,558.8513683,3,525.4432668,3,540.2282477,3,519.0148373,3,545.351448,3,527.2267493,3,550.7663692,3,514.450371,3,530.6422704,3,532.5295185,3,510.1417605,3,523.3714286,3,528.9935758,3,536.4090724,3,516.551437,3,530.7530481,3,518.2518687,3,516.3758486,3,544.4911371,3,526.9712809,3,537.7288739,3,537.8649287,3,519.0123772,3,536.7577834,3,502.4558401,3,530.7939384,3,528.2686484,3,550.6310621,3,529.9611165,3,514.439167,3,543.3877504,3,542.9614926,3,538.5389538,3,539.2342105,3,541.1502495,3,519.2859425,3,551.7426696,3,549.7541796,3,531.9870004,3,515.4045543,3,549.638867,3,529.8287408,3,533.1854568,3,558.0252303,3,530.603805,3,516.110786,3,519.866003,3,558.425763,3,529.1312945,3,527.8087932,3,522.2420655,3,543.0672846,3,530.4144229,3,548.7585797,3,525.1775316,3,547.3149395,3,530.3833367,3,527.8193564,3,516.3439807,3,544.5825869,3,520.2122895
,4,712.7078711,4,698.687062,4,706.8886923,4,681.5255473,4,707.2991571,4,705.8571187,4,698.9129979,4,698.8359473,4,705.3546025,4,717.2708016,4,696.9610418,4,697.8057005,4,703.0217368,4,707.1083039,4,693.6058824,4,725.3021573,4,733.4339745,4,721.3655271,4,704.826489,4,700.8772783,4,722.4213042,4,713.2588874,4,688.5873888,4,720.1103154,4,717.5830159,4,686.7484752,4,708.2833711,4,734.8976288,4,713.4284862,4,700.7479587,4,707.7109383,4,684.4902706,4,700.6408534,4,710.7288191,4,711.260524,4,703.0515405,4,698.2077691,4,699.0042969,4,688.3193927,4,745.4557516,4,699.4828532,4,723.9585674,4,696.3790136,4,719.2110787,4,699.4139099,4,721.7809588,4,690.4070885,4,709.9930336,4,705.1328758,4,690.0162851,4,708.872872,4,711.9828066,4,705.9447431,4,699.0772798,4,710.0113312,4,684.085522,4,680.6125652,4,724.9226176,4,700.1258059,4,717.2616299,4,717.1748685,4,706.5837878,4,708.6152207,4,673.5933093,4,708.096097,4,712.7109739,4,727.3228553,4,703.4101464,4,676.0872454,4,725.0691002,4,722.3716186,4,721.5484259,4,717.9281315,4,709.8210714,4,694.85085,4,740.5018445,4,726.8896426,4,703.7444011,4,679.8039381,4,728.0164418,4,704.5957828,4,715.7383001,4,742.9084699,4,718.3119997,4,689.6785963,4,708.911282,4,749.7632532,4,706.6978542,4,703.9238938,4,697.7878462,4,718.4949209,4,701.0933848,4,726.9339649,4,697.7355345,4,726.0242264,4,702.6757941,4,701.2245071,4,689.3466282,4,723.6167676,4,691.1245376
,5,895.6731861,5,877.0516273,5,885.3546269,5,852.5512563,5,884.0443382,5,882.7317151,5,870.9626346,5,876.4823883,5,881.7014782,5,887.6892247,5,872.3823485,5,868.6170977,5,879.6902841,5,885.965558,5,871.9757118,5,905.1253088,5,915.460505,5,900.6171495,5,881.9338017,5,879.9631878,5,901.5370418,5,893.3203511,5,867.7171291,5,901.09028,5,897.289064,5,858.3646678,5,883.1663081,5,917.8975779,5,889.7256059,5,881.5308847,5,878.072074,5,867.6787015,5,881.5051444,5,879.4394323,5,884.84865,5,887.8957863,5,871.1595955,5,872.9789621,5,863.0216161,5,929.6840469,5,878.5245284,5,908.5942148,5,876.1860486,5,899.4212851,5,874.3968961,5,902.8298593,5,854.3572706,5,891.1681803,5,870.2527826,5,869.0730887,5,887.4993122,5,882.5216751,5,893.3031664,5,860.5973694,5,900.3065995,5,860.3720762,5,851.6928771,5,903.6990564,5,879.1892394,5,891.3022511,5,897.3828561,5,881.9073216,5,893.1109296,5,851.0948311,5,884.6146461,5,894.4109476,5,900.2900885,5,884.2091918,5,856.5127373,5,900.9293331,5,902.906061,5,909.5241464,5,911.3044414,5,888.3068803,5,873.1540569,5,931.2012715,5,896.2659705,5,882.0545418,5,860.9861363,5,915.8978073,5,881.9371513,5,890.8485086,5,922.7774795,5,886.589438,5,852.2931945,5,890.7892442,5,922.6502723,5,892.7546749,5,887.2792712,5,869.8899024,5,886.3424239,5,878.5262642,5,908.7385427,5,869.0646029,5,906.9615583,5,878.4894655,5,863.943494,5,868.5294597,5,896.0378742,5,857.8298707
,6,1070.748364,6,1052.617794,6,1065.292116,6,1033.898039,6,1061.7169,6,1050.525762,6,1039.394192,6,1053.292296,6,1051.870708,6,1064.245116,6,1054.425936,6,1038.846113,6,1058.562136,6,1053.049933,6,1046.627592,6,1085.586725,6,1100.844847,6,1078.070008,6,1056.356466,6,1058.075425,6,1079.798081,6,1070.969737,6,1049.234126,6,1084.556607,6,1074.001095,6,1028.307449,6,1075.083628,6,1097.033125,6,1072.029047,6,1044.153126,6,1051.286285,6,1045.180514,6,1050.026311,6,1058.673751,6,1057.231785,6,1064.546598,6,1049.152969,6,1049.952728,6,1039.102726,6,1111.533003,6,1056.775721,6,1087.819517,6,1054.450956,6,1074.888408,6,1044.59755,6,1085.233355,6,1025.644794,6,1063.938358,6,1045.06638,6,1042.891376,6,1059.955261,6,1054.538455,6,1070.19923,6,1036.969901,6,1080.989892,6,1042.263796,6,1025.492962,6,1084.25977,6,1054.056909,6,1063.982346,6,1077.312315,6,1058.07561,6,1069.458563,6,1017.395185,6,1067.00528,6,1080.621872,6,1078.075325,6,1054.014821,6,1037.985388,6,1083.440979,6,1073.913953,6,1081.903572,6,1097.399167,6,1071.067663,6,1046.45494,6,1098.772679,6,1078.489476,6,1051.380004,6,1040.746734,6,1095.730067,6,1066.012496,6,1069.249252,6,1106.828025,6,1068.586785,6,1026.638143,6,1068.304071,6,1110.47801,6,1087.458062,6,1060.568176,6,1046.145936,6,1060.823878,6,1046.096489,6,1078.643761,6,1051.756789,6,1090.63343,6,1059.043406,6,1033.925663,6,1038.869243,6,1070.794992,6,1030.826453
,7,1249.614315,7,1232.240955,7,1246.741511,7,1204.556033,7,1236.640663,7,1238.015232,7,1219.436754,7,1232.59963,7,1224.404599,7,1239.136554,7,1237.497518,7,1212.047189,7,1236.881961,7,1226.428737,7,1215.982412,7,1267.12738,7,1273.557294,7,1252.986933,7,1237.304293,7,1235.164586,7,1260.157467,7,1237.720251,7,1227.87063,7,1259.843706,7,1251.784364,7,1205.429004,7,1255.49909,7,1264.238173,7,1245.183712,7,1221.72909,7,1224.242872,7,1217.867828,7,1221.613016,7,1238.042327,7,1231.811924,7,1234.26845,7,1227.8097,7,1221.692938,7,1217.73129,7,1286.40524,7,1223.494878,7,1268.874721,7,1231.024517,7,1254.213258,7,1226.284273,7,1260.102635,7,1206.296145,7,1248.320849,7,1221.156929,7,1220.25841,7,1234.357737,7,1232.880478,7,1248.510159,7,1203.499411,7,1254.048244,7,1219.161546,7,1205.899288,7,1257.58124,7,1225.845183,7,1235.048006,7,1250.316049,7,1231.194178,7,1249.90274,7,1190.107728,7,1250.689769,7,1263.410498,7,1245.956693,7,1221.75389,7,1210.20351,7,1257.336844,7,1248.823616,7,1258.960902,7,1283.462127,7,1259.244164,7,1230.976715,7,1280.013375,7,1260.232531,7,1229.843674,7,1218.255164,7,1266.196823,7,1241.123594,7,1248.907591,7,1286.211479,7,1249.71727,7,1202.084937,7,1245.82496,7,1289.736759,7,1261.337006,7,1234.600062,7,1208.97159,7,1243.256955,7,1230.088848,7,1258.76968,7,1227.681822,7,1273.492591,7,1232.955205,7,1218.400118,7,1220.343357,7,1252.95303,7,1207.796172
,8,1415.325354,8,1409.049018,8,1414.661942,8,1383.511284,8,1414.58141,8,1413.944807,8,1395.337851,8,1406.250377,8,1398.741843,8,1415.192557,8,1414.311348,8,1386.94308,8,1417.130961,8,1399.216848,8,1381.905532,8,1450.178758,8,1453.488554,8,1425.160763,8,1416.33713,8,1411.139886,8,1435.530789,8,1413.866976,8,1397.187483,8,1446.163348,8,1433.223997,8,1380.700615,8,1425.461961,8,1452.42583,8,1423.841236,8,1389.63695,8,1404.708379,8,1390.061603,8,1394.275869,8,1410.346205,8,1405.824179,8,1413.326157,8,1397.375415,8,1406.278931,8,1398.375707,8,1470.679964,8,1406.588766,8,1461.502258,8,1405.315183,8,1428.541757,8,1398.174055,8,1438.379222,8,1373.216321,8,1416.281078,8,1392.610931,8,1402.832807,8,1402.98094,8,1404.144609,8,1430.504076,8,1382.97726,8,1423.584388,8,1402.200974,8,1376.008239,8,1437.643438,8,1397.346245,8,1413.896387,8,1430.036886,8,1397.49064,8,1420.425806,8,1367.447834,8,1426.984359,8,1446.6337,8,1423.799896,8,1394.358168,8,1382.842754,8,1440.250713,8,1424.886856,8,1435.19263,8,1466.255653,8,1429.444183,8,1405.911337,8,1468.973148,8,1438.937464,8,1418.572244,8,1393.260849,8,1450.365671,8,1407.408976,8,1425.472684,8,1465.315648,8,1434.786771,8,1368.251348,8,1422.070539,8,1466.201513,8,1441.491868,8,1412.327959,8,1377.64917,8,1424.279673,8,1402.89018,8,1430.02536,8,1399.494236,8,1456.068636,8,1403.536104,8,1393.618909,8,1386.453442,8,1434.469248,8,1382.414281
,9,1592.649472,9,1592.434568,9,1591.815526,9,1557.584932,9,1604.836523,9,1595.046738,9,1574.177212,9,1578.394874,9,1575.908583,9,1584.573762,9,1591.845218,9,1551.764129,9,1591.620644,9,1574.050981,9,1555.117422,9,1631.598574,9,1630.447652,9,1598.705273,9,1587.706417,9,1586.349724,9,1610.463533,9,1585.96276,9,1570.31093,9,1616.792527,9,1615.030799,9,1554.386089,9,1601.42094,9,1634.89522,9,1604.319744,9,1556.99083,9,1572.284858,9,1562.230441,9,1565.238884,9,1576.858812,9,1571.717806,9,1577.404737,9,1570.822522,9,1575.302339,9,1582.242622,9,1656.570066,9,1579.618837,9,1645.61465,9,1592.313798,9,1603.955701,9,1574.513984,9,1613.116823,9,1542.205803,9,1582.702741,9,1573.610422,9,1578.525275,9,1584.512173,9,1566.343129,9,1612.921766,9,1547.515819,9,1605.803813,9,1576.297913,9,1541.451659,9,1605.747124,9,1566.321016,9,1591.629077,9,1605.630479,9,1562.273061,9,1603.699461,9,1537.393184,9,1604.476672,9,1626.084483,9,1596.008006,9,1568.324278,9,1561.968794,9,1626.465837,9,1599.729521,9,1607.990737,9,1647.435037,9,1605.605772,9,1568.810385,9,1655.43273,9,1610.758345,9,1594.354521,9,1580.368009,9,1624.468995,9,1580.503582,9,1605.206759,9,1650.491037,9,1620.106241,9,1551.938945,9,1598.215018,9,1638.79984,9,1618.699409,9,1591.465176,9,1550.939086,9,1599.23666,9,1575.487273,9,1615.401403,9,1579.073041,9,1642.086569,9,1581.178293,9,1565.551303,9,1564.076326,9,1600.595361,9,1557.644237
,10,1782.419143,10,1756.878286,10,1771.706006,10,1740.646133,10,1782.510286,10,1772.175347,10,1753.45419,10,1757.527534,10,1752.630241,10,1753.822697,10,1764.271727,10,1724.648043,10,1765.428066,10,1744.281353,10,1738.53853,10,1816.549971,10,1803.265576,10,1764.845783,10,1760.636848,10,1770.092633,10,1785.732871,10,1765.801021,10,1750.537217,10,1795.018875,10,1786.931763,10,1725.914249,10,1782.034807,10,1817.669271,10,1783.674414,10,1731.768483,10,1742.591113,10,1743.74434,10,1731.869036,10,1751.15426,10,1745.909117,10,1755.716159,10,1741.590978,10,1751.3787,10,1754.771816,10,1840.551813,10,1761.409291,10,1817.281081,10,1768.47133,10,1777.948406,10,1753.832168,10,1796.259463,10,1713.408377,10,1752.013701,10,1751.036357,10,1756.18054,10,1758.261753,10,1751.448752,10,1793.376189,10,1723.67638,10,1781.230676,10,1752.32742,10,1713.969446,10,1786.153628,10,1737.860039,10,1766.734471,10,1783.830804,10,1738.217405,10,1787.72023,10,1707.197368,10,1785.668268,10,1800.897535,10,1769.639766,10,1737.417486,10,1732.585558,10,1812.5103,10,1775.202362,10,1796.481931,10,1828.855918,10,1791.346447,10,1751.130771,10,1835.229304,10,1786.242625,10,1767.330558,10,1757.22243,10,1802.105794,10,1753.965912,10,1781.332949,10,1823.067547,10,1794.74232,10,1735.655226,10,1773.925731,10,1814.817789,10,1789.227151,10,1769.086859,10,1713.353028,10,1777.363962,10,1750.698052,10,1798.814525,10,1749.545105,10,1826.739383,10,1758.582862,10,1746.137098,10,1737.891094,10,1771.185639,10,1726.394136
,11,1956.948107,11,1935.477049,11,1959.114471,11,1919.103375,11,1963.197814,11,1942.81873,11,1936.917761,11,1936.53108,11,1931.050011,11,1929.689475,11,1943.034482,11,1891.595336,11,1947.139357,11,1917.181525,11,1905.886206,11,2003.185098,11,1982.095405,11,1940.653105,11,1934.899064,11,1951.967231,11,1957.867725,11,1939.447284,11,1923.359234,11,1965.323043,11,1968.621168,11,1910.068602,11,1967.97154,11,1990.476757,11,1958.250869,11,1907.888406,11,1927.643072,11,1920.995131,11,1905.842408,11,1925.088885,11,1913.893544,11,1940.038843,11,1926.486793,11,1929.262495,11,1926.625792,11,2029.422979,11,1938.149137,11,2002.361276,11,1943.870438,11,1949.11505,11,1935.159956,11,1976.976419,11,1883.844257,11,1921.241807,11,1924.873309,11,1932.511746,11,1938.671112,11,1931.314814,11,1971.427673,11,1890.430125,11,1949.655527,11,1927.107733,11,1881.769309,11,1956.79441,11,1903.022907,11,1941.518081,11,1950.456925,11,1918.550211,11,1954.815416,11,1880.057974,11,1967.31196,11,1974.967306,11,1944.901161,11,1908.390889,11,1909.072906,11,1987.819005,11,1948.472788,11,1974.46212,11,2001.473438,11,1968.551139,11,1930.525035,11,2016.362396,11,1971.749976,11,1944.671567,11,1932.72156,11,1975.970052,11,1920.170864,11,1956.09249,11,2001.963253,11,1977.972484,11,1901.62551,11,1955.151921,11,1995.858907,11,1968.554773,11,1940.502316,11,1902.319285,11,1952.024573,11,1926.495708,11,1976.464559,11,1916.998591,11,2010.007213,11,1933.674746,11,1922.813827,11,1902.244164,11,1953.386689,11,1897.764117
,12,2129.10853,12,2111.334142,12,2136.405243,12,2099.487524,12,2140.02398,12,2112.382868,12,2112.995334,12,2116.877083,12,2114.797801,12,2100.883108,12,2113.462272,12,2065.284059,12,2109.097462,12,2092.18325,12,2080.01657,12,2183.073095,12,2173.647673,12,2121.013019,12,2099.809891,12,2126.438477,12,2116.438725,12,2106.353449,12,2099.70145,12,2142.421102,12,2138.458736,12,2081.373449,12,2154.540167,12,2172.29308,12,2143.95809,12,2086.324763,12,2101.10769,12,2095.613874,12,2071.638515,12,2105.109589,12,2093.659444,12,2107.04974,12,2099.197645,12,2109.74551,12,2099.096882,12,2213.485972,12,2115.989452,12,2185.457381,12,2121.306216,12,2130.558639,12,2106.222029,12,2164.701248,12,2068.17256,12,2095.51196,12,2101.846936,12,2113.577896,12,2115.059842,12,2101.77543,12,2151.115523,12,2063.645456,12,2131.264644,12,2109.572442,12,2059.709423,12,2130.995444,12,2077.580332,12,2125.110056,12,2137.741824,12,2098.481947,12,2137.057637,12,2050.192654,12,2150.770014,12,2147.730185,12,2122.923468,12,2080.726179,12,2080.894917,12,2164.443545,12,2130.847627,12,2144.802991,12,2176.669192,12,2141.909058,12,2120.915893,12,2188.579538,12,2148.225648,12,2125.560583,12,2115.39076,12,2150.615386,12,2096.010873,12,2132.550558,12,2183.244928,12,2154.466397,12,2074.704165,12,2132.851681,12,2175.137447,12,2146.089821,12,2115.642886,12,2079.813466,12,2128.260388,12,2103.530832,12,2146.813608,12,2094.276482,12,2182.985185,12,2105.793844,12,2101.202062,12,2070.779773,12,2132.395324,12,2066.63038
,13,2303.303515,13,2270.420273,13,2313.534129,13,2280.195475,13,2314.882433,13,2284.232848,13,2290.276171,13,2297.856825,13,2292.939309,13,2261.26819,13,2301.475501,13,2237.756115,13,2290.353812,13,2267.6071,13,2256.10847,13,2369.511994,13,2356.794964,13,2297.932004,13,2271.634448,13,2292.894055,13,2293.226429,13,2285.036346,13,2281.71258,13,2318.782745,13,2314.842369,13,2251.48558,13,2329.995878,13,2359.626262,13,2320.165841,13,2259.434355,13,2269.027107,13,2269.185453,13,2236.380615,13,2287.567724,13,2267.973684,13,2287.874883,13,2266.925949,13,2290.049839,13,2266.511591,13,2395.510446,13,2294.847032,13,2361.097995,13,2303.219404,13,2312.417309,13,2280.32395,13,2343.770249,13,2241.042079,13,2280.316743,13,2286.813729,13,2282.395684,13,2286.45554,13,2273.502599,13,2341.014064,13,2240.037487,13,2309.502525,13,2282.091295,13,2235.594432,13,2312.4203,13,2241.581279,13,2295.711218,13,2305.695492,13,2276.637139,13,2304.230862,13,2232.359031,13,2325.956912,13,2332.885796,13,2302.131847,13,2262.184045,13,2249.219604,13,2348.464654,13,2305.491191,13,2331.572134,13,2350.609031,13,2328.00298,13,2306.511823,13,2369.131416,13,2320.817671,13,2306.129612,13,2287.39062,13,2325.285477,13,2276.807144,13,2306.511726,13,2357.96329,13,2333.84904,13,2249.544363,13,2304.722878,13,2342.766843,13,2323.011668,13,2289.092383,13,2249.907874,13,2310.568045,13,2272.284699,13,2321.613988,13,2265.528963,13,2371.008109,13,2291.91192,13,2277.675762,13,2246.049278,13,2314.261105,13,2244.175073
,14,2473.26658,14,2449.189288,14,2486.180173,14,2452.372807,14,2488.767888,14,2464.728297,14,2466.163946,14,2478.315035,14,2462.714814,14,2435.227365,14,2478.757815,14,2402.644579,14,2464.051742,14,2440.022606,14,2423.643138,14,2547.743027,14,2545.027848,14,2479.278791,14,2442.710386,14,2457.226112,14,2465.292875,14,2464.99644,14,2458.614093,14,2501.413274,14,2490.66915,14,2423.911829,14,2500.853264,14,2536.635583,14,2509.756408,14,2440.27772,14,2439.932958,14,2442.339736,14,2408.369566,14,2475.717331,14,2433.238131,14,2472.653493,14,2443.907399,14,2467.587478,14,2428.107299,14,2573.150885,14,2471.817771,14,2546.499904,14,2482.490531,14,2498.041492,14,2455.443075,14,2522.752583,14,2411.829424,14,2451.318188,14,2461.162954,14,2457.700396,14,2459.492547,14,2443.364629,14,2523.507364,14,2406.984831,14,2489.833557,14,2460.437074,14,2409.274942,14,2495.291031,14,2412.377716,14,2467.296464,14,2488.699914,14,2450.590857,14,2482.741229,14,2408.46607,14,2504.15984,14,2514.26532,14,2472.438555,14,2442.630052,14,2422.733035,14,2529.074167,14,2488.689227,14,2506.896457,14,2528.496826,14,2504.451729,14,2475.698598,14,2548.987119,14,2494.197251,14,2489.653331,14,2459.785372,14,2510.059188,14,2443.471629,14,2484.082558,14,2533.982635,14,2508.264737,14,2416.519308,14,2483.729138,14,2528.959359,14,2502.592492,14,2462.124457,14,2421.467146,14,2485.701418,14,2451.544299,14,2501.504992,14,2435.193916,14,2551.946818,14,2467.103717,14,2456.764643,14,2435.598747,14,2489.620791,14,2420.100802
,15,2647.069684,15,2627.552995,15,2667.405096,15,2615.146529,15,2666.120688,15,2651.785237,15,2634.611564,15,2665.814586,15,2641.965659,15,2603.497318,15,2651.49194,15,2575.817879,15,2639.482127,15,2617.85693,15,2598.072284,15,2729.805398,15,2725.070947,15,2646.442896,15,2614.907594,15,2629.881122,15,2649.489363,15,2638.715224,15,2631.952165,15,2671.581072,15,2669.011501,15,2594.94842,15,2680.952563,15,2719.823426,15,2685.009847,15,2610.189012,15,2621.06491,15,2617.829145,15,2587.066388,15,2653.520516,15,2620.408638,15,2649.285738,15,2617.647154,15,2646.200369,15,2598.783041,15,2759.856035,15,2645.698828,15,2731.362231,15,2666.197468,15,2663.220208,15,2633.067247,15,2701.666954,15,2582.254195,15,2617.934921,15,2630.983745,15,2636.359287,15,2637.225367,15,2604.484493,15,2707.351214,15,2577.974058,15,2663.68384,15,2628.856921,15,2585.471713,15,2671.112471,15,2585.490557,15,2638.444039,15,2669.171533,15,2632.009441,15,2659.706541,15,2580.947122,15,2678.588226,15,2698.233625,15,2648.206533,15,2616.66103,15,2603.229527,15,2703.920361,15,2667.213135,15,2685.316464,15,2713.278018,15,2685.870653,15,2653.068174,15,2727.927399,15,2668.061025,15,2659.329305,15,2630.096951,15,2685.36635,15,2628.752754,15,2661.059296,15,2718.060501,15,2687.5185,15,2585.264359,15,2662.287727,15,2713.792478,15,2672.806233,15,2637.888797,15,2608.872782,15,2656.498542,15,2623.606482,15,2674.198166,15,2607.708649,15,2722.572138,15,2648.870202,15,2638.551285,15,2610.398115,15,2659.630436,15,2596.014629
